,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
2360,1,12.5,6.1,0,1,0,0,Female
2361,1,14.5,6.7,1,1,1,1,Male
2362,1,14.2,5.7,0,1,0,0,Female
2363,1,11.8,5.7,1,1,1,1,Male
2364,0,15.4,6.3,1,1,1,1,Male
2365,1,14.3,5.6,1,1,0,1,Male
2366,1,14.5,5.8,1,1,1,1,Male
2367,1,12.5,5.9,0,0,0,0,Female
2368,1,12.8,5.6,1,1,1,1,Male
2369,1,13.2,5.3,0,0,0,0,Female
2370,0,12.1,6.4,0,0,0,0,Female
2371,0,12.0,5.1,0,0,0,0,Female
2372,1,13.5,6.0,1,1,1,1,Male
2373,1,12.4,5.1,0,0,0,0,Female
2374,1,13.5,5.5,0,0,0,0,Female
2375,1,13.4,5.4,0,0,0,0,Female
2376,1,13.3,5.2,0,0,0,0,Female
2377,1,11.8,6.4,1,1,1,1,Male
2378,1,15.5,5.5,1,1,1,1,Male
2379,1,14.7,5.6,1,1,1,1,Male
2380,0,12.3,6.6,1,1,0,1,Male
2381,0,14.9,5.3,1,1,1,0,Male
2382,1,13.3,6.3,1,1,1,1,Male
2383,1,14.3,5.1,0,1,0,0,Female
2384,1,14.3,5.6,1,1,0,1,Male
2385,1,11.8,5.6,0,1,1,1,Male
2386,1,11.7,5.5,0,0,0,0,Female
2387,1,12.8,5.3,0,0,0,0,Female
2388,1,11.6,5.2,0,0,0,0,Female
2389,1,13.7,6.3,0,0,0,1,Female
2390,1,14.3,5.4,0,1,0,0,Female
2391,1,13.5,5.1,1,1,1,1,Male
2392,1,14.1,5.9,0,0,0,0,Female
2393,1,14.3,6.6,1,1,1,1,Male
2394,1,12.0,5.6,0,0,0,0,Female
2395,1,12.4,5.2,1,1,0,1,Male
2396,1,13.5,5.4,1,0,0,0,Female
2397,1,13.8,5.5,0,1,1,1,Male
2398,1,14.2,5.1,1,1,1,1,Male
2399,0,11.6,6.4,1,1,1,0,Male
2400,1,14.3,5.4,1,1,1,0,Male
2401,1,14.3,5.7,0,0,0,0,Female
2402,1,12.7,6.1,1,0,1,1,Male
2403,1,12.8,5.2,0,0,0,0,Female
2404,1,12.4,5.7,1,1,1,1,Male
2405,1,12.4,6.3,0,0,1,0,Female
2406,1,13.6,5.3,0,0,1,0,Male
2407,1,13.0,5.1,1,1,1,1,Male
2408,1,12.0,7.0,1,1,1,1,Male
2409,1,13.4,5.5,1,1,1,1,Male
2410,0,14.5,6.4,1,1,1,1,Male
2411,1,13.1,5.4,1,0,0,0,Female
2412,1,11.9,5.9,1,0,1,0,Female
2413,1,11.5,6.1,1,1,1,0,Male
2414,1,12.2,5.4,1,0,0,0,Female
2415,1,12.2,5.4,0,0,0,0,Female
2416,1,13.4,5.8,0,0,0,0,Female
2417,1,11.8,5.6,0,0,0,0,Female
2418,1,13.3,5.7,0,0,0,0,Female
2419,1,14.6,5.7,1,1,1,1,Male
2420,1,11.6,5.6,1,0,0,0,Female
2421,1,14.3,5.9,1,1,1,1,Male
2422,1,13.8,5.7,1,0,0,0,Female
2423,1,14.3,6.5,1,1,1,1,Male
2424,1,12.2,5.6,0,0,0,0,Female
2425,1,12.1,5.8,1,1,0,0,Male
2426,1,13.1,6.5,0,1,0,0,Female
2427,1,15.4,6.9,1,1,1,1,Male
2428,1,14.0,7.1,1,1,1,1,Male
2429,1,13.6,6.1,1,0,0,0,Female
2430,1,11.4,5.9,0,0,0,0,Female
2431,1,14.2,5.5,1,1,0,1,Male
2432,1,13.9,5.8,1,1,1,1,Male
2433,1,15.3,5.3,1,1,1,1,Male
2434,1,15.3,5.6,1,1,1,1,Male
2435,1,12.1,6.1,1,1,1,1,Male
2436,1,13.1,5.8,0,0,0,0,Female
2437,1,12.6,6.0,0,0,0,0,Female
2438,1,13.3,5.5,1,0,0,0,Female
2439,1,12.4,6.7,1,1,1,1,Male
2440,1,13.6,5.7,0,0,0,0,Female
2441,1,12.7,6.2,0,0,0,0,Female
2442,1,14.0,6.2,0,0,0,0,Female
2443,1,13.6,6.9,1,1,1,1,Male
2444,1,11.9,5.2,1,1,1,1,Male
2445,1,11.6,5.1,0,0,0,1,Female
2446,1,12.7,6.2,0,0,1,0,Female
2447,1,12.8,6.2,1,1,1,1,Male
2448,0,12.9,5.8,0,1,0,0,Female
2449,1,15.4,6.5,1,0,1,1,Male
2450,1,11.8,5.7,0,0,0,0,Female
2451,1,12.0,5.3,0,0,1,0,Female
2452,0,11.5,6.0,0,0,0,1,Female
2453,1,13.8,5.9,1,0,1,1,Male
2454,1,12.2,5.1,1,1,1,1,Male
2455,1,15.0,6.1,0,1,1,1,Male
2456,1,14.6,7.0,1,1,1,1,Male
2457,1,15.4,5.9,0,1,1,0,Male
2458,0,14.2,6.7,1,1,1,1,Male
2459,1,13.1,5.9,0,0,0,0,Female
2460,1,14.9,6.1,1,1,0,1,Male
2461,1,13.7,6.3,1,1,1,1,Male
2462,0,13.4,6.9,1,1,1,1,Male
2463,1,12.6,7.1,1,1,1,1,Male
2464,1,13.8,5.1,1,0,0,0,Female
2465,1,12.6,5.7,0,0,0,0,Female
2466,1,11.6,5.2,0,0,0,0,Female
2467,1,12.5,6.7,1,1,1,1,Male
2468,0,12.8,5.2,1,0,1,1,Male
2469,1,13.0,6.4,1,1,1,1,Male
2470,1,12.5,6.5,0,1,0,0,Female
2471,1,12.1,5.7,1,1,1,1,Male
2472,0,13.6,5.3,0,0,0,1,Female
2473,1,13.0,5.3,1,1,1,1,Male
2474,1,13.1,5.8,1,0,1,1,Male
2475,1,14.2,5.1,0,0,0,0,Female
2476,1,12.0,6.2,0,0,0,0,Female
2477,0,11.9,5.3,0,0,0,0,Female
2478,1,13.2,7.1,1,1,0,1,Male
2479,1,13.0,5.2,1,0,0,0,Female
2480,1,12.9,5.9,0,0,0,0,Female
2481,0,12.3,5.2,0,0,0,1,Female
2482,1,13.7,6.9,0,1,1,1,Male
2483,1,13.8,5.8,0,0,0,0,Female
2484,1,14.4,6.0,0,1,1,1,Male
2485,1,14.8,6.6,1,1,1,1,Male
2486,1,13.8,5.7,1,1,1,1,Male
2487,0,11.8,5.9,0,1,0,0,Female
2488,0,12.7,7.0,1,1,1,1,Male
2489,1,13.7,5.5,1,1,1,1,Male
2490,1,14.4,5.4,1,1,1,1,Male
2491,1,12.0,7.0,1,1,1,1,Male
2492,0,13.9,6.8,1,1,1,1,Male
2493,1,12.1,6.0,1,1,1,1,Male
2494,1,13.8,7.0,0,1,1,1,Male
2495,1,14.2,5.1,0,0,0,0,Female
2496,1,13.7,5.3,0,0,1,0,Female
2497,1,12.7,5.9,0,0,0,0,Female
2498,1,13.6,5.9,0,0,1,0,Female
2499,1,12.8,6.1,1,0,0,0,Female
2500,0,11.7,5.9,0,0,0,0,Female
2501,1,13.1,6.6,1,1,1,1,Male
2502,1,14.3,5.5,0,1,0,0,Female
2503,1,13.9,5.9,0,1,1,1,Male
2504,1,14.6,5.6,1,1,1,1,Male
2505,0,13.5,5.3,0,0,1,0,Female
2506,1,12.8,5.6,0,0,0,1,Female
2507,1,11.9,5.7,0,1,0,0,Female
2508,1,12.3,6.4,1,1,0,1,Male
2509,1,12.4,6.4,1,1,1,0,Male
2510,1,13.9,6.4,1,1,1,1,Male
2511,1,13.8,5.1,1,1,1,1,Male
2512,1,12.2,5.3,1,0,0,0,Female
2513,1,12.1,5.2,1,1,1,1,Male
2514,1,12.2,5.8,1,1,1,1,Male
2515,1,11.5,5.8,0,0,0,0,Female
2516,1,15.2,5.8,1,1,1,1,Male
2517,1,15.4,5.7,1,0,1,1,Male
2518,1,13.0,6.9,1,0,1,1,Male
2519,1,14.2,5.8,1,1,1,1,Male
2520,0,15.4,6.0,1,1,1,1,Male
2521,1,13.3,5.3,1,1,1,1,Male
2522,1,12.2,6.2,0,1,0,0,Female
2523,0,14.3,5.2,0,0,1,0,Female
2524,1,14.3,5.4,0,0,0,0,Female
2525,1,14.8,6.8,1,0,1,1,Male
2526,1,11.5,6.1,0,0,0,0,Female
2527,1,11.8,7.0,1,1,1,1,Male
2528,1,12.2,5.8,1,0,1,1,Male
2529,1,11.4,5.9,0,0,0,1,Female
2530,1,14.2,6.5,0,0,0,0,Female
2531,0,13.9,6.4,0,0,0,0,Female
2532,1,13.7,6.0,1,1,1,1,Male
2533,1,12.7,5.8,0,1,1,1,Male
2534,1,13.2,5.3,0,0,0,0,Female
2535,1,14.3,5.6,1,1,1,1,Male
2536,0,15.3,5.8,1,1,0,1,Male
2537,1,13.5,5.8,0,0,0,0,Female
2538,1,13.1,6.2,0,0,0,1,Female
2539,1,11.8,5.4,0,0,0,1,Female
2540,1,11.7,5.4,0,1,0,0,Female
2541,1,13.2,5.5,1,1,1,1,Male
2542,1,12.5,5.8,1,1,1,0,Male
2543,0,14.2,6.0,1,1,0,1,Male
2544,0,13.0,6.4,0,0,0,0,Female
2545,1,15.3,6.7,1,1,1,0,Male
2546,1,11.8,5.1,0,0,1,1,Female
2547,1,12.2,6.2,0,0,0,0,Female
2548,1,13.7,7.0,1,1,1,1,Male
2549,1,12.6,6.5,0,1,0,0,Female
2550,1,11.4,5.3,0,1,0,0,Female
2551,0,12.4,5.8,1,1,1,1,Male
2552,1,15.0,6.4,1,1,1,1,Male
2553,1,13.6,6.2,1,1,0,1,Male
2554,1,12.2,6.4,0,0,0,0,Female
2555,0,11.5,6.2,0,0,0,0,Female
2556,1,13.6,5.7,0,0,0,0,Female
2557,1,11.9,7.1,1,0,1,0,Male
2558,1,13.6,5.7,0,0,0,1,Female
2559,1,13.3,6.2,0,0,0,0,Female
2560,1,13.8,6.2,0,0,0,1,Female
2561,1,13.8,6.0,0,0,0,0,Female
2562,0,12.7,7.1,1,1,1,1,Male
2563,1,13.5,6.2,0,0,0,0,Female
2564,1,11.5,5.7,1,0,1,0,Male
2565,1,13.3,7.0,1,1,1,1,Male
2566,1,11.5,5.5,1,1,1,1,Male
2567,1,12.1,6.5,0,0,0,0,Female
2568,1,14.3,7.0,1,1,1,0,Male
2569,1,12.8,5.8,0,0,0,0,Female
2570,1,12.3,5.2,1,1,1,1,Male
2571,1,14.6,6.1,0,0,1,1,Male
2572,1,13.4,6.7,1,1,1,1,Male
2573,1,13.2,5.6,0,0,0,0,Female
2574,1,14.1,5.3,1,1,1,1,Male
2575,1,13.7,5.3,0,0,0,0,Female
2576,1,15.0,5.9,0,1,1,1,Male
2577,1,12.3,5.7,0,0,0,0,Female
2578,1,13.7,6.1,0,0,0,0,Female
2579,0,15.4,5.9,0,1,1,1,Male
2580,1,15.0,6.5,1,1,1,1,Male
2581,1,12.1,7.0,1,1,1,1,Male
2582,1,12.4,6.9,1,1,1,1,Male
2583,1,14.2,6.1,0,1,0,0,Female
2584,1,13.2,6.2,1,1,1,1,Male
2585,1,13.9,6.0,1,0,0,0,Female
2586,1,13.7,6.0,0,0,0,0,Female
2587,1,14.2,5.7,0,0,0,0,Female
2588,1,12.9,5.6,1,1,0,0,Male
2589,1,11.9,5.9,0,0,0,1,Female
2590,1,15.5,5.7,1,1,1,1,Male
2591,1,12.4,5.5,1,0,0,0,Female
2592,1,13.6,6.5,1,1,1,1,Male
2593,1,14.9,6.3,1,1,1,1,Male
2594,1,13.5,7.1,1,0,1,1,Male
2595,1,11.4,5.8,0,0,0,0,Female
2596,1,12.7,7.0,1,1,0,1,Male
2597,0,11.5,5.3,1,1,1,1,Male
2598,1,11.8,6.1,0,0,0,1,Female
2599,0,12.5,5.3,0,0,0,0,Female
2600,1,12.1,5.8,0,0,0,0,Female
2601,1,15.1,5.5,1,1,1,1,Male
2602,1,14.5,5.6,1,1,1,1,Male
2603,0,14.4,6.5,1,0,1,1,Male
2604,1,12.3,5.6,0,0,0,0,Female
2605,1,11.5,6.5,0,1,1,1,Male
2606,1,12.7,5.6,1,1,1,1,Male
2607,0,12.0,6.8,1,1,1,1,Male
2608,0,12.0,5.6,0,0,0,0,Female
2609,0,12.3,5.1,0,0,0,1,Female
2610,1,13.6,5.5,1,1,1,1,Male
2611,1,14.4,5.7,1,1,1,1,Male
2612,0,11.4,5.4,0,0,0,0,Female
2613,1,14.9,6.5,0,1,1,1,Male
2614,1,13.1,6.4,0,1,0,0,Female
2615,1,11.5,5.5,0,1,1,1,Male
2616,1,11.6,6.2,0,0,1,0,Female
2617,1,12.1,5.7,1,1,1,1,Male
2618,1,13.4,6.4,1,1,0,1,Male
2619,0,13.5,5.2,1,1,1,1,Male
2620,1,12.6,5.6,0,0,0,0,Female
2621,1,13.7,5.7,1,1,1,1,Male
2622,0,13.4,6.4,1,1,1,1,Male
2623,1,13.6,6.1,0,0,0,0,Female
2624,1,12.5,6.2,0,0,0,0,Female
2625,0,12.5,5.5,1,1,1,1,Male
2626,1,14.1,6.2,0,0,0,1,Female
2627,1,12.9,5.3,0,0,0,0,Female
2628,1,12.5,6.3,0,0,0,0,Female
2629,1,11.6,5.7,0,0,1,0,Female
2630,0,13.9,6.7,1,1,1,1,Male
2631,1,11.6,5.7,0,0,0,0,Female
2632,0,11.5,6.2,0,0,0,0,Female
2633,1,12.5,6.1,0,0,0,0,Female
2634,1,13.0,6.1,0,0,0,0,Female
2635,1,14.2,5.2,0,1,1,1,Male
2636,1,14.4,5.9,1,0,1,1,Male
2637,0,14.3,5.9,1,1,1,1,Male
2638,1,13.0,6.5,0,0,0,0,Female
2639,1,11.4,5.2,0,1,0,0,Female
2640,1,13.8,6.1,1,1,1,1,Male
2641,1,12.6,6.8,1,1,0,1,Male
2642,1,11.9,6.2,0,0,1,1,Male
2643,1,12.3,5.6,1,1,1,1,Male
2644,1,13.4,6.8,1,0,1,1,Male
2645,1,11.6,5.6,1,1,1,1,Male
2646,1,13.4,5.8,0,0,0,1,Female
2647,1,13.9,5.5,0,0,0,0,Female
2648,0,11.7,6.8,1,1,0,1,Male
2649,1,15.1,5.7,1,0,1,1,Male
2650,1,11.7,6.1,0,1,0,0,Female
2651,1,12.1,6.9,1,1,0,1,Male
2652,1,14.0,7.1,1,1,1,1,Male
2653,0,12.9,5.3,0,0,0,1,Female
2654,1,13.7,5.7,1,1,1,1,Male
2655,1,12.8,6.2,0,0,0,0,Female
2656,1,13.1,6.1,0,0,0,0,Female
2657,1,14.0,6.1,0,1,0,0,Female
2658,1,14.7,5.6,0,1,1,1,Male
2659,1,11.8,6.4,0,0,0,0,Female
2660,1,14.5,5.5,0,1,1,1,Male
2661,1,13.5,6.1,1,1,1,1,Male
2662,1,11.9,5.6,1,1,1,1,Male
2663,1,15.1,5.6,1,1,0,1,Male
2664,0,14.5,6.0,1,0,1,1,Male
2665,1,12.9,6.5,0,0,1,0,Female
2666,0,12.3,5.2,0,0,0,0,Female
2667,1,14.5,6.1,1,0,1,0,Male
2668,1,15.2,5.2,1,1,1,1,Male
2669,1,12.3,6.1,1,1,1,1,Male
2670,1,12.2,5.6,1,0,1,0,Female
2671,1,13.8,5.1,1,1,1,1,Male
2672,1,11.4,5.9,0,0,1,1,Female
2673,1,11.7,6.0,1,1,1,1,Male
2674,1,11.5,5.2,0,0,0,0,Female
2675,1,13.2,6.7,0,1,0,1,Male
2676,1,13.8,6.3,0,0,0,0,Female
2677,1,15.0,5.8,1,1,0,1,Male
2678,1,11.4,6.2,0,1,0,1,Female
2679,1,13.1,5.1,1,1,1,1,Male
2680,1,13.6,5.3,1,1,1,1,Male
2681,1,13.6,5.6,0,0,0,1,Female
2682,1,14.9,6.8,1,1,1,1,Male
2683,1,14.0,5.4,0,0,0,0,Female
2684,0,13.2,5.7,0,0,0,0,Female
2685,1,14.0,5.1,0,0,0,1,Female
2686,1,14.3,6.1,0,0,0,0,Female
2687,0,12.4,5.6,0,0,0,0,Female
2688,1,14.4,6.3,1,1,1,1,Male
2689,1,14.2,6.3,0,0,0,0,Female
2690,1,12.6,5.7,0,0,0,0,Female
2691,1,13.1,5.8,1,1,1,1,Male
2692,1,11.5,6.2,1,0,0,1,Female
2693,1,12.3,5.9,0,0,0,0,Female
2694,1,14.1,5.4,1,1,1,1,Male
2695,0,11.4,6.3,0,0,1,0,Female
2696,1,13.2,6.1,1,1,1,1,Male
2697,1,11.8,6.5,0,0,0,0,Female
2698,0,13.2,5.3,1,1,1,1,Male
2699,1,13.9,6.2,1,1,1,1,Male
2700,1,12.1,5.3,0,0,0,0,Female
2701,1,13.5,7.1,1,1,1,1,Male
2702,1,14.2,6.2,0,0,1,0,Female
2703,1,14.0,5.1,1,1,1,1,Male
2704,0,12.2,6.1,1,1,1,1,Male
2705,0,12.3,5.2,0,0,0,0,Female
2706,1,13.1,6.2,1,1,1,1,Male
2707,0,12.1,5.5,1,0,0,1,Female
2708,1,13.0,5.2,1,0,0,0,Female
2709,1,14.1,6.7,1,1,1,1,Male
2710,0,13.2,6.0,0,0,0,1,Female
2711,1,11.8,6.4,0,1,1,0,Female
2712,1,12.5,5.6,0,0,0,0,Female
2713,1,12.8,5.8,1,1,0,0,Female
2714,1,12.6,6.3,0,0,0,0,Female
2715,1,11.6,5.7,0,0,1,0,Female
2716,1,14.8,5.1,1,1,1,1,Male
2717,0,11.6,5.4,0,0,0,0,Female
2718,1,12.3,6.1,1,0,0,0,Female
2719,0,13.8,5.1,0,0,0,0,Female
2720,1,12.6,6.9,1,1,1,1,Male
2721,1,14.5,7.0,1,1,1,1,Male
2722,1,15.3,6.6,1,1,1,1,Male
2723,1,12.7,5.6,0,0,0,0,Female
2724,1,14.7,6.2,1,1,1,1,Male
2725,1,11.5,5.8,0,0,0,0,Female
2726,1,14.0,6.3,0,1,0,0,Female
2727,1,12.9,5.1,0,0,0,0,Female
2728,1,13.6,5.1,0,0,0,0,Female
2729,1,12.5,5.3,0,0,0,0,Female
2730,1,11.4,5.6,0,0,0,0,Female
2731,1,13.4,5.9,1,1,0,0,Male
2732,1,14.3,5.7,0,0,0,0,Female
2733,0,13.5,6.3,0,1,1,0,Female
2734,1,12.9,6.1,0,0,0,0,Female
2735,1,12.2,5.6,0,0,0,0,Female
2736,1,11.8,5.8,1,1,1,1,Male
2737,1,13.1,5.9,1,1,1,1,Male
2738,0,13.8,5.1,0,0,0,0,Female
2739,1,12.9,6.5,1,1,1,1,Male
2740,1,12.6,6.3,0,0,0,0,Female
2741,1,15.4,7.0,1,1,1,1,Male
2742,1,13.6,6.8,1,0,1,0,Male
2743,1,12.3,6.5,1,0,1,0,Male
2744,1,12.7,5.9,0,0,1,0,Female
2745,1,14.6,6.5,0,1,0,1,Male
2746,1,11.6,7.1,1,1,1,1,Male
2747,1,13.9,5.8,0,0,0,0,Female
2748,1,11.4,5.3,0,0,1,0,Female
2749,1,13.1,6.3,0,1,0,0,Female
2750,1,15.3,6.0,1,1,1,1,Male
2751,1,14.1,6.5,0,0,0,0,Female
2752,1,14.3,7.0,1,0,1,1,Male
2753,1,12.3,6.9,1,1,1,1,Male
2754,1,15.0,6.3,0,1,1,1,Male
2755,1,12.4,5.7,1,1,1,1,Male
2756,1,14.5,5.7,0,1,1,1,Male
2757,1,15.2,5.7,1,1,1,1,Male
2758,1,13.2,5.8,1,1,1,1,Male
2759,1,14.6,7.1,1,1,1,0,Male
2760,1,14.7,6.2,1,1,1,1,Male
2761,1,14.7,6.9,1,1,1,1,Male
2762,1,14.2,5.1,1,0,0,0,Female
2763,1,13.6,6.1,0,0,0,0,Female
2764,1,12.8,6.3,0,0,1,0,Female
2765,1,13.6,5.7,1,1,1,1,Male
2766,1,12.0,5.7,0,1,1,1,Male
2767,1,14.4,6.0,1,1,1,1,Male
2768,1,15.2,6.7,1,1,1,1,Male
2769,1,14.3,6.5,1,1,1,0,Male
2770,1,11.7,5.4,0,0,0,0,Female
2771,1,12.7,5.8,1,1,1,1,Male
2772,0,14.3,5.7,1,1,1,1,Male
2773,1,12.1,6.4,0,1,0,0,Female
2774,1,13.8,6.3,1,1,1,1,Male
2775,1,12.9,6.0,0,0,0,0,Female
2776,1,15.3,6.4,1,0,1,1,Male
2777,0,12.5,5.5,1,1,1,1,Male
2778,1,15.4,6.9,1,1,1,0,Male
2779,1,13.2,6.3,1,1,1,1,Male
2780,1,12.1,6.4,0,0,0,0,Female
2781,1,11.6,5.1,1,1,0,1,Male
2782,1,13.0,5.6,1,1,1,1,Male
2783,1,12.3,5.6,0,0,0,0,Female
2784,1,14.3,5.8,0,0,0,0,Female
2785,1,13.3,6.7,1,1,1,1,Male
2786,1,12.9,5.2,1,1,1,1,Male
2787,1,13.4,5.4,0,0,0,0,Female
2788,1,14.0,5.8,0,0,1,0,Female
2789,0,13.3,6.5,0,0,0,0,Female
2790,0,15.4,7.0,1,1,1,1,Male
2791,1,14.4,5.2,1,1,0,1,Male
2792,1,13.2,5.9,1,0,1,1,Male
2793,1,11.8,5.7,0,0,1,1,Female
2794,1,14.2,5.7,0,1,0,1,Female
2795,1,14.3,5.7,0,0,0,0,Female
2796,0,13.5,6.4,0,0,0,0,Female
2797,0,14.8,5.6,1,1,0,1,Male
2798,1,14.1,6.4,1,1,1,1,Male
2799,1,12.7,6.5,0,0,0,0,Female
2800,1,12.6,5.6,0,0,0,0,Female
2801,1,14.0,5.2,0,0,0,0,Female
2802,1,15.4,5.4,1,1,0,0,Male
2803,1,13.8,5.3,0,0,0,0,Female
2804,1,12.4,5.5,0,0,0,0,Female
2805,1,14.2,5.7,0,0,0,0,Female
2806,0,14.1,5.8,0,0,0,0,Female
2807,0,12.8,6.4,1,1,1,1,Male
2808,1,13.9,6.0,0,1,0,0,Female
2809,1,14.0,7.0,1,1,1,1,Male
2810,0,12.1,6.5,0,0,0,0,Female
2811,1,12.5,5.6,0,0,0,0,Female
2812,1,11.7,6.5,0,0,0,0,Female
2813,0,12.1,6.1,0,0,0,0,Female
2814,1,13.3,6.2,1,0,0,0,Female
2815,1,14.0,5.1,1,1,1,1,Male
2816,1,14.0,6.0,0,0,0,0,Female
2817,1,13.2,5.9,1,0,0,0,Female
2818,0,12.4,5.3,0,1,0,0,Female
2819,0,14.0,7.0,1,1,1,0,Male
2820,1,12.1,6.1,0,0,0,1,Female
2821,1,12.7,5.9,1,0,0,0,Female
2822,1,12.2,6.8,1,1,1,1,Male
2823,1,13.0,6.0,1,1,1,1,Male
2824,1,13.6,7.0,1,1,1,1,Male
2825,0,14.4,5.5,1,0,0,1,Male
2826,1,11.8,5.7,0,0,0,1,Female
2827,1,15.0,5.5,1,1,1,0,Male
2828,1,13.2,5.4,0,0,0,0,Female
2829,1,13.3,5.1,0,0,0,0,Female
2830,1,12.7,5.9,1,1,1,1,Male
2831,1,14.9,5.4,1,1,1,1,Male
2832,1,13.9,5.4,0,0,0,0,Female
2833,1,14.9,5.3,1,1,1,1,Male
2834,1,14.9,7.1,1,1,1,1,Male
2835,1,15.4,5.7,1,1,1,1,Male
2836,1,11.5,5.6,0,0,0,0,Female
2837,1,11.8,5.6,1,1,1,1,Male
2838,1,13.7,6.1,0,0,0,0,Female
2839,1,12.5,7.0,1,1,0,1,Male
2840,1,14.0,5.9,0,0,0,0,Female
2841,0,15.1,5.8,1,1,0,1,Male
2842,0,11.8,6.5,1,1,1,1,Male
2843,1,11.8,5.1,0,1,1,1,Male
2844,1,15.4,5.4,1,1,1,1,Male
2845,1,14.1,6.3,0,0,0,0,Female
2846,1,12.0,5.3,0,0,0,0,Female
2847,0,13.2,5.3,1,0,0,1,Female
2848,1,14.2,6.4,1,1,0,0,Male
2849,1,11.8,5.6,0,0,0,0,Female
2850,1,12.9,6.0,0,0,0,0,Female
2851,1,14.2,5.6,1,1,1,0,Male
2852,1,14.0,5.5,0,1,0,1,Female
2853,0,14.3,6.8,1,1,1,1,Male
2854,1,14.3,6.6,1,1,1,1,Male
2855,1,14.9,7.1,1,1,1,1,Male
2856,1,14.2,5.3,1,0,0,0,Female
2857,1,13.6,5.1,1,1,1,1,Male
2858,1,15.0,7.0,1,1,1,0,Male
2859,1,14.4,6.2,1,1,1,1,Male
2860,1,12.9,6.9,1,1,1,0,Male
2861,0,13.4,6.3,0,1,0,1,Female
2862,1,14.2,6.1,1,1,1,1,Male
2863,1,13.2,6.9,1,1,0,1,Male
2864,1,12.8,5.8,0,0,1,0,Female
2865,0,11.7,5.7,0,0,0,0,Female
2866,0,14.7,5.3,1,1,1,1,Male
2867,1,13.6,5.1,1,0,0,0,Female
2868,1,13.9,6.2,0,0,0,0,Female
2869,1,14.3,5.7,1,1,1,1,Male
2870,1,12.9,5.5,0,0,0,0,Female
2871,1,13.0,5.8,0,0,0,0,Female
2872,1,12.0,5.1,1,1,1,1,Male
2873,1,12.5,5.7,1,0,0,0,Female
2874,1,13.1,5.8,0,0,0,0,Female
2875,1,13.6,5.3,0,1,1,1,Male
2876,1,14.2,5.2,0,0,0,0,Female
2877,0,13.5,7.0,1,1,0,0,Male
2878,1,13.9,5.7,0,0,0,0,Female
2879,1,14.1,6.2,0,0,0,1,Male
2880,0,12.0,5.1,0,1,0,0,Female
2881,1,14.0,6.0,1,0,0,0,Female
2882,1,15.5,6.7,1,1,1,0,Male
2883,1,11.5,5.5,1,1,1,1,Male
2884,0,13.7,5.6,0,0,0,0,Female
2885,1,13.1,5.3,0,0,0,0,Female
2886,1,13.0,6.6,1,1,1,1,Male
2887,1,15.5,6.2,1,1,1,1,Male
2888,1,13.4,5.7,0,0,0,0,Female
2889,1,13.0,5.6,1,0,0,1,Female
2890,1,11.4,6.4,1,0,0,0,Female
2891,1,12.2,5.2,0,0,0,0,Female
2892,1,13.1,7.1,0,1,1,1,Male
2893,1,11.5,6.3,0,1,0,0,Female
2894,1,12.8,5.9,1,1,1,1,Male
2895,0,15.5,6.6,1,1,1,1,Male
2896,1,12.2,6.9,1,1,1,0,Male
2897,1,14.0,5.3,0,0,0,1,Female
2898,1,12.6,6.0,0,0,1,0,Female
2899,1,13.9,5.3,0,0,0,0,Female
2900,1,13.5,5.3,0,1,0,0,Female
2901,1,13.8,5.6,1,1,1,1,Male
2902,1,12.0,5.1,0,0,0,0,Female
2903,1,11.5,6.2,0,0,0,0,Female
2904,1,11.5,5.1,1,1,1,1,Male
2905,1,11.7,5.4,0,0,0,0,Female
2906,1,13.7,5.5,1,1,1,0,Male
2907,1,14.3,6.3,0,0,0,0,Female
2908,1,12.3,6.0,0,0,0,0,Female
2909,1,12.0,5.7,0,0,0,0,Female
2910,1,13.1,6.0,0,0,0,0,Female
2911,1,11.8,6.2,0,0,0,0,Female
2912,0,11.7,6.2,0,0,0,0,Female
2913,1,11.6,6.0,0,1,1,1,Male
2914,1,13.2,5.5,1,0,0,0,Female
2915,1,11.9,5.3,1,0,1,1,Male
2916,0,11.6,6.2,0,0,0,0,Female
2917,1,14.2,5.2,1,1,1,1,Male
2918,0,11.8,5.3,0,1,0,0,Female
2919,1,15.5,6.2,1,1,1,1,Male
2920,1,11.8,6.8,1,1,1,0,Male
2921,1,14.0,6.2,1,1,1,0,Male
2922,1,12.5,5.8,0,1,1,1,Male
2923,1,12.5,6.3,0,0,0,0,Female
2924,1,11.7,6.2,1,1,1,1,Male
2925,1,14.0,5.7,0,1,0,0,Female
2926,1,14.1,7.0,1,0,1,1,Male
2927,1,14.6,7.1,1,1,1,1,Male
2928,1,14.0,5.5,0,0,0,0,Female
2929,1,12.2,5.2,0,0,0,0,Female
2930,1,13.0,6.4,1,1,1,0,Male
2931,1,13.3,6.6,1,1,1,0,Male
2932,1,14.1,5.6,1,1,0,1,Male
2933,1,12.9,6.9,1,1,1,1,Male
2934,0,12.8,5.6,0,0,0,0,Female
2935,1,14.0,6.9,1,1,0,1,Male
2936,1,15.1,6.4,0,1,1,1,Male
2937,1,13.2,5.3,1,1,1,1,Male
2938,1,14.8,6.5,1,1,1,1,Male
2939,1,11.6,6.3,0,1,0,0,Female
